date,time,timestamp,status,count
11/2/2022,3:06,11/2/2022 3:06,approved,1
11/2/2022,3:07,11/2/2022 3:07,approved,1
11/2/2022,3:07,11/2/2022 3:07,denied,1
11/2/2022,3:08,11/2/2022 3:08,approved,1
11/2/2022,3:09,11/2/2022 3:09,denied,2
11/2/2022,3:10,11/2/2022 3:10,denied,1
11/2/2022,3:14,11/2/2022 3:14,approved,1
11/2/2022,3:15,11/2/2022 3:15,approved,1
11/2/2022,3:17,11/2/2022 3:17,denied,1
11/2/2022,3:17,11/2/2022 3:17,approved,1
11/2/2022,3:18,11/2/2022 3:18,denied,1
11/2/2022,3:20,11/2/2022 3:20,approved,2
11/2/2022,3:24,11/2/2022 3:24,denied,2
11/2/2022,3:26,11/2/2022 3:26,denied,1
11/2/2022,3:28,11/2/2022 3:28,approved,1
11/2/2022,3:29,11/2/2022 3:29,approved,1
11/2/2022,3:30,11/2/2022 3:30,approved,1
11/2/2022,3:33,11/2/2022 3:33,denied,1
11/2/2022,3:33,11/2/2022 3:33,approved,2
11/2/2022,3:34,11/2/2022 3:34,denied,1
11/2/2022,3:34,11/2/2022 3:34,approved,2
11/2/2022,3:34,11/2/2022 3:34,reversed,1
11/2/2022,3:35,11/2/2022 3:35,approved,6
11/2/2022,3:36,11/2/2022 3:36,approved,1
11/2/2022,3:37,11/2/2022 3:37,backend_reversed,1
11/2/2022,3:37,11/2/2022 3:37,approved,1
11/2/2022,3:38,11/2/2022 3:38,backend_reversed,1
11/2/2022,3:38,11/2/2022 3:38,approved,2
11/2/2022,3:39,11/2/2022 3:39,approved,2
11/2/2022,3:39,11/2/2022 3:39,denied,1
11/2/2022,3:40,11/2/2022 3:40,approved,2
11/2/2022,3:40,11/2/2022 3:40,denied,1
11/2/2022,3:41,11/2/2022 3:41,denied,1
11/2/2022,3:42,11/2/2022 3:42,approved,2
11/2/2022,3:42,11/2/2022 3:42,denied,2
11/2/2022,3:43,11/2/2022 3:43,denied,3
11/2/2022,3:43,11/2/2022 3:43,approved,1
11/2/2022,3:44,11/2/2022 3:44,reversed,1
11/2/2022,3:44,11/2/2022 3:44,approved,2
11/2/2022,3:45,11/2/2022 3:45,approved,1
11/2/2022,3:46,11/2/2022 3:46,denied,3
11/2/2022,3:47,11/2/2022 3:47,backend_reversed,1
11/2/2022,3:47,11/2/2022 3:47,approved,2
11/2/2022,3:48,11/2/2022 3:48,approved,2
11/2/2022,3:49,11/2/2022 3:49,approved,2
11/2/2022,3:50,11/2/2022 3:50,denied,2
11/2/2022,3:50,11/2/2022 3:50,reversed,1
11/2/2022,3:50,11/2/2022 3:50,approved,3
11/2/2022,3:51,11/2/2022 3:51,approved,2
11/2/2022,3:52,11/2/2022 3:52,denied,1
11/2/2022,3:52,11/2/2022 3:52,approved,1
11/2/2022,3:53,11/2/2022 3:53,denied,1
11/2/2022,3:53,11/2/2022 3:53,approved,1
11/2/2022,3:54,11/2/2022 3:54,approved,1
11/2/2022,3:55,11/2/2022 3:55,approved,2
11/2/2022,3:57,11/2/2022 3:57,approved,1
11/2/2022,3:58,11/2/2022 3:58,approved,2
11/2/2022,4:03,11/2/2022 4:03,approved,1
11/2/2022,4:03,11/2/2022 4:03,denied,1
11/2/2022,4:06,11/2/2022 4:06,approved,2
11/2/2022,4:11,11/2/2022 4:11,approved,2
11/2/2022,4:12,11/2/2022 4:12,approved,1
11/2/2022,4:13,11/2/2022 4:13,denied,1
11/2/2022,4:13,11/2/2022 4:13,approved,1
11/2/2022,4:14,11/2/2022 4:14,approved,1
11/2/2022,4:15,11/2/2022 4:15,approved,2
11/2/2022,4:18,11/2/2022 4:18,approved,2
11/2/2022,4:19,11/2/2022 4:19,approved,2
11/2/2022,4:20,11/2/2022 4:20,approved,2
11/2/2022,4:22,11/2/2022 4:22,approved,1
11/2/2022,4:23,11/2/2022 4:23,approved,1
11/2/2022,4:28,11/2/2022 4:28,approved,2
11/2/2022,4:28,11/2/2022 4:28,denied,1
11/2/2022,4:29,11/2/2022 4:29,approved,1
11/2/2022,4:31,11/2/2022 4:31,approved,1
11/2/2022,4:33,11/2/2022 4:33,approved,1
11/2/2022,4:41,11/2/2022 4:41,approved,3
11/2/2022,4:42,11/2/2022 4:42,approved,2
11/2/2022,4:43,11/2/2022 4:43,approved,1
11/2/2022,4:44,11/2/2022 4:44,approved,1
11/2/2022,4:46,11/2/2022 4:46,approved,1
11/2/2022,4:47,11/2/2022 4:47,approved,2
11/2/2022,4:48,11/2/2022 4:48,approved,1
11/2/2022,4:49,11/2/2022 4:49,approved,1
11/2/2022,4:52,11/2/2022 4:52,approved,1
11/2/2022,4:55,11/2/2022 4:55,approved,1
11/2/2022,4:56,11/2/2022 4:56,approved,1
11/2/2022,4:58,11/2/2022 4:58,approved,2
11/2/2022,5:00,11/2/2022 5:00,approved,1
11/2/2022,5:01,11/2/2022 5:01,approved,3
11/2/2022,5:02,11/2/2022 5:02,approved,2
11/2/2022,5:04,11/2/2022 5:04,approved,1
11/2/2022,5:05,11/2/2022 5:05,approved,1
11/2/2022,5:06,11/2/2022 5:06,denied,1
11/2/2022,5:06,11/2/2022 5:06,approved,2
11/2/2022,5:07,11/2/2022 5:07,denied,1
11/2/2022,5:07,11/2/2022 5:07,approved,1
11/2/2022,5:08,11/2/2022 5:08,approved,1
11/2/2022,5:09,11/2/2022 5:09,approved,1
11/2/2022,5:10,11/2/2022 5:10,denied,1
11/2/2022,5:12,11/2/2022 5:12,approved,1
11/2/2022,5:12,11/2/2022 5:12,denied,1
11/2/2022,5:13,11/2/2022 5:13,approved,2
11/2/2022,5:13,11/2/2022 5:13,denied,1
11/2/2022,5:14,11/2/2022 5:14,approved,1
11/2/2022,5:15,11/2/2022 5:15,denied,1
11/2/2022,5:15,11/2/2022 5:15,approved,2
11/2/2022,5:16,11/2/2022 5:16,approved,2
11/2/2022,5:17,11/2/2022 5:17,approved,3
11/2/2022,5:18,11/2/2022 5:18,approved,2
11/2/2022,5:19,11/2/2022 5:19,approved,1
11/2/2022,5:21,11/2/2022 5:21,approved,4
11/2/2022,5:22,11/2/2022 5:22,approved,5
11/2/2022,5:23,11/2/2022 5:23,approved,2
11/2/2022,5:25,11/2/2022 5:25,approved,3
11/2/2022,5:25,11/2/2022 5:25,denied,1
11/2/2022,5:26,11/2/2022 5:26,approved,3
11/2/2022,5:27,11/2/2022 5:27,denied,2
11/2/2022,5:27,11/2/2022 5:27,approved,2
11/2/2022,5:28,11/2/2022 5:28,denied,1
11/2/2022,5:28,11/2/2022 5:28,approved,4
11/2/2022,5:30,11/2/2022 5:30,approved,5
11/2/2022,5:31,11/2/2022 5:31,approved,3
11/2/2022,5:32,11/2/2022 5:32,approved,3
11/2/2022,5:32,11/2/2022 5:32,denied,2
11/2/2022,5:33,11/2/2022 5:33,approved,5
11/2/2022,5:34,11/2/2022 5:34,denied,3
11/2/2022,5:34,11/2/2022 5:34,approved,4
11/2/2022,5:35,11/2/2022 5:35,denied,1
11/2/2022,5:35,11/2/2022 5:35,approved,5
11/2/2022,5:36,11/2/2022 5:36,approved,5
11/2/2022,5:36,11/2/2022 5:36,refunded,1
11/2/2022,5:36,11/2/2022 5:36,denied,2
11/2/2022,5:37,11/2/2022 5:37,denied,2
11/2/2022,5:37,11/2/2022 5:37,approved,12
11/2/2022,5:38,11/2/2022 5:38,denied,3
11/2/2022,5:38,11/2/2022 5:38,approved,7
11/2/2022,5:39,11/2/2022 5:39,approved,2
11/2/2022,5:40,11/2/2022 5:40,approved,9
11/2/2022,5:40,11/2/2022 5:40,denied,1
11/2/2022,5:41,11/2/2022 5:41,approved,4
11/2/2022,5:42,11/2/2022 5:42,denied,1
11/2/2022,5:42,11/2/2022 5:42,approved,7
11/2/2022,5:43,11/2/2022 5:43,approved,7
11/2/2022,5:44,11/2/2022 5:44,approved,7
11/2/2022,5:44,11/2/2022 5:44,reversed,1
11/2/2022,5:44,11/2/2022 5:44,denied,1
11/2/2022,5:45,11/2/2022 5:45,approved,4
11/2/2022,5:45,11/2/2022 5:45,denied,2
11/2/2022,5:46,11/2/2022 5:46,approved,7
11/2/2022,5:46,11/2/2022 5:46,denied,1
11/2/2022,5:47,11/2/2022 5:47,denied,3
11/2/2022,5:47,11/2/2022 5:47,approved,6
11/2/2022,5:48,11/2/2022 5:48,denied,2
11/2/2022,5:48,11/2/2022 5:48,approved,5
11/2/2022,5:49,11/2/2022 5:49,backend_reversed,1
11/2/2022,5:49,11/2/2022 5:49,approved,10
11/2/2022,5:49,11/2/2022 5:49,denied,2
11/2/2022,5:49,11/2/2022 5:49,reversed,1
11/2/2022,5:50,11/2/2022 5:50,approved,9
11/2/2022,5:51,11/2/2022 5:51,approved,6
11/2/2022,5:51,11/2/2022 5:51,reversed,1
11/2/2022,5:52,11/2/2022 5:52,approved,9
11/2/2022,5:52,11/2/2022 5:52,denied,2
11/2/2022,5:53,11/2/2022 5:53,denied,2
11/2/2022,5:53,11/2/2022 5:53,approved,8
11/2/2022,5:53,11/2/2022 5:53,reversed,1
11/2/2022,5:54,11/2/2022 5:54,approved,11
11/2/2022,5:55,11/2/2022 5:55,approved,9
11/2/2022,5:55,11/2/2022 5:55,backend_reversed,1
11/2/2022,5:55,11/2/2022 5:55,denied,1
11/2/2022,5:55,11/2/2022 5:55,reversed,1
11/2/2022,5:56,11/2/2022 5:56,approved,5
11/2/2022,5:57,11/2/2022 5:57,denied,1
11/2/2022,5:57,11/2/2022 5:57,approved,12
11/2/2022,5:57,11/2/2022 5:57,reversed,1
11/2/2022,5:58,11/2/2022 5:58,denied,3
11/2/2022,5:58,11/2/2022 5:58,approved,10
11/2/2022,5:59,11/2/2022 5:59,approved,10
11/2/2022,5:59,11/2/2022 5:59,denied,1
11/2/2022,6:00,11/2/2022 6:00,approved,12
11/2/2022,6:01,11/2/2022 6:01,denied,2
11/2/2022,6:01,11/2/2022 6:01,backend_reversed,1
11/2/2022,6:01,11/2/2022 6:01,approved,7
11/2/2022,6:02,11/2/2022 6:02,approved,12
11/2/2022,6:02,11/2/2022 6:02,denied,3
11/2/2022,6:03,11/2/2022 6:03,denied,2
11/2/2022,6:03,11/2/2022 6:03,refunded,1
11/2/2022,6:03,11/2/2022 6:03,approved,11
11/2/2022,6:03,11/2/2022 6:03,reversed,1
11/2/2022,6:04,11/2/2022 6:04,denied,3
11/2/2022,6:04,11/2/2022 6:04,approved,20
11/2/2022,6:05,11/2/2022 6:05,approved,18
11/2/2022,6:05,11/2/2022 6:05,denied,2
11/2/2022,6:06,11/2/2022 6:06,approved,19
11/2/2022,6:06,11/2/2022 6:06,denied,6
11/2/2022,6:07,11/2/2022 6:07,approved,17
11/2/2022,6:07,11/2/2022 6:07,denied,3
11/2/2022,6:08,11/2/2022 6:08,approved,18
11/2/2022,6:08,11/2/2022 6:08,denied,3
11/2/2022,6:09,11/2/2022 6:09,approved,19
11/2/2022,6:10,11/2/2022 6:10,approved,15
11/2/2022,6:10,11/2/2022 6:10,denied,4
11/2/2022,6:11,11/2/2022 6:11,approved,12
11/2/2022,6:12,11/2/2022 6:12,approved,22
11/2/2022,6:12,11/2/2022 6:12,denied,1
11/2/2022,6:13,11/2/2022 6:13,approved,19
11/2/2022,6:14,11/2/2022 6:14,approved,23
11/2/2022,6:14,11/2/2022 6:14,denied,1
11/2/2022,6:15,11/2/2022 6:15,approved,14
11/2/2022,6:15,11/2/2022 6:15,denied,2
11/2/2022,6:16,11/2/2022 6:16,denied,2
11/2/2022,6:16,11/2/2022 6:16,approved,18
11/2/2022,6:17,11/2/2022 6:17,approved,23
11/2/2022,6:18,11/2/2022 6:18,approved,23
11/2/2022,6:19,11/2/2022 6:19,approved,22
11/2/2022,6:20,11/2/2022 6:20,denied,3
11/2/2022,6:20,11/2/2022 6:20,approved,29
11/2/2022,6:20,11/2/2022 6:20,reversed,1
11/2/2022,6:21,11/2/2022 6:21,approved,25
11/2/2022,6:21,11/2/2022 6:21,denied,3
11/2/2022,6:22,11/2/2022 6:22,approved,33
11/2/2022,6:22,11/2/2022 6:22,denied,2
11/2/2022,6:23,11/2/2022 6:23,approved,17
11/2/2022,6:23,11/2/2022 6:23,denied,4
11/2/2022,6:24,11/2/2022 6:24,approved,33
11/2/2022,6:24,11/2/2022 6:24,denied,2
11/2/2022,6:25,11/2/2022 6:25,denied,1
11/2/2022,6:25,11/2/2022 6:25,approved,28
11/2/2022,6:26,11/2/2022 6:26,denied,2
11/2/2022,6:26,11/2/2022 6:26,approved,32
11/2/2022,6:27,11/2/2022 6:27,approved,19
11/2/2022,6:27,11/2/2022 6:27,refunded,1
11/2/2022,6:27,11/2/2022 6:27,reversed,1
11/2/2022,6:27,11/2/2022 6:27,denied,4
11/2/2022,6:28,11/2/2022 6:28,approved,25
11/2/2022,6:28,11/2/2022 6:28,denied,3
11/2/2022,6:29,11/2/2022 6:29,approved,37
11/2/2022,6:29,11/2/2022 6:29,denied,1
11/2/2022,6:30,11/2/2022 6:30,denied,3
11/2/2022,6:30,11/2/2022 6:30,approved,29
11/2/2022,6:31,11/2/2022 6:31,approved,23
11/2/2022,6:31,11/2/2022 6:31,denied,5
11/2/2022,6:32,11/2/2022 6:32,approved,42
11/2/2022,6:32,11/2/2022 6:32,denied,4
11/2/2022,6:33,11/2/2022 6:33,denied,6
11/2/2022,6:33,11/2/2022 6:33,approved,28
11/2/2022,6:34,11/2/2022 6:34,approved,38
11/2/2022,6:34,11/2/2022 6:34,denied,5
11/2/2022,6:35,11/2/2022 6:35,denied,5
11/2/2022,6:35,11/2/2022 6:35,approved,44
11/2/2022,6:36,11/2/2022 6:36,denied,5
11/2/2022,6:36,11/2/2022 6:36,approved,34
11/2/2022,6:36,11/2/2022 6:36,reversed,1
11/2/2022,6:37,11/2/2022 6:37,denied,5
11/2/2022,6:37,11/2/2022 6:37,approved,34
11/2/2022,6:38,11/2/2022 6:38,denied,5
11/2/2022,6:38,11/2/2022 6:38,approved,43
11/2/2022,6:39,11/2/2022 6:39,approved,33
11/2/2022,6:39,11/2/2022 6:39,denied,3
11/2/2022,6:40,11/2/2022 6:40,denied,1
11/2/2022,6:40,11/2/2022 6:40,approved,32
11/2/2022,6:41,11/2/2022 6:41,approved,37
11/2/2022,6:41,11/2/2022 6:41,denied,3
11/2/2022,6:42,11/2/2022 6:42,backend_reversed,1
11/2/2022,6:42,11/2/2022 6:42,approved,45
11/2/2022,6:42,11/2/2022 6:42,reversed,1
11/2/2022,6:42,11/2/2022 6:42,denied,2
11/2/2022,6:43,11/2/2022 6:43,approved,36
11/2/2022,6:43,11/2/2022 6:43,denied,8
11/2/2022,6:44,11/2/2022 6:44,denied,3
11/2/2022,6:44,11/2/2022 6:44,approved,43
11/2/2022,6:45,11/2/2022 6:45,approved,34
11/2/2022,6:45,11/2/2022 6:45,denied,1
11/2/2022,6:46,11/2/2022 6:46,approved,34
11/2/2022,6:46,11/2/2022 6:46,reversed,1
11/2/2022,6:46,11/2/2022 6:46,denied,3
11/2/2022,6:47,11/2/2022 6:47,approved,34
11/2/2022,6:47,11/2/2022 6:47,denied,5
11/2/2022,6:47,11/2/2022 6:47,backend_reversed,1
11/2/2022,6:48,11/2/2022 6:48,approved,47
11/2/2022,6:48,11/2/2022 6:48,denied,5
11/2/2022,6:48,11/2/2022 6:48,reversed,1
11/2/2022,6:49,11/2/2022 6:49,denied,4
11/2/2022,6:49,11/2/2022 6:49,approved,54
11/2/2022,6:50,11/2/2022 6:50,approved,49
11/2/2022,6:50,11/2/2022 6:50,denied,4
11/2/2022,6:51,11/2/2022 6:51,approved,55
11/2/2022,6:51,11/2/2022 6:51,denied,1
11/2/2022,6:51,11/2/2022 6:51,reversed,1
11/2/2022,6:52,11/2/2022 6:52,approved,57
11/2/2022,6:52,11/2/2022 6:52,denied,4
11/2/2022,6:53,11/2/2022 6:53,denied,11
11/2/2022,6:53,11/2/2022 6:53,approved,54
11/2/2022,6:53,11/2/2022 6:53,refunded,1
11/2/2022,6:54,11/2/2022 6:54,approved,57
11/2/2022,6:54,11/2/2022 6:54,denied,8
11/2/2022,6:55,11/2/2022 6:55,approved,55
11/2/2022,6:55,11/2/2022 6:55,denied,7
11/2/2022,6:56,11/2/2022 6:56,approved,46
11/2/2022,6:56,11/2/2022 6:56,denied,1
11/2/2022,6:57,11/2/2022 6:57,approved,41
11/2/2022,6:57,11/2/2022 6:57,denied,6
11/2/2022,6:58,11/2/2022 6:58,approved,60
